date,open,close
2023-08-31,112.3566,112.4410
2023-09-01,112.6337,113.0083
2023-09-04,113.2948,113.6153
2023-09-05,114.2608,114.2325
2023-09-06,115.1800,114.8290
2023-09-07,115.7249,115.3739
2023-09-08,115.8668,115.8385
2023-09-11,115.8775,116.1979
2023-09-12,116.0580,116.4326
2023-09-13,116.4454,116.5297
2023-09-14,116.7673,116.4838
2023-09-15,116.6878,116.2972
2023-09-18,116.1183,115.9797
2023-09-19,115.3074,115.5482
2023-09-20,114.6269,115.0258
2023-09-21,114.2495,114.4397
2023-09-22,114.0137,113.8204
2023-09-25,113.5981,113.1990
2023-09-26,112.8438,112.6059
2023-09-27,111.9267,112.0687
2023-09-28,111.2189,111.6103
2023-09-29,110.9671,111.2480
2023-10-02,111.0797,110.9919
2023-10-03,111.2204,110.8446
2023-10-04,111.1194,110.8011
2023-10-05,110.8171,110.8489
2023-10-06,110.6164,110.9691
2023-10-09,110.7881,111.1374
2023-10-10,111.3010,111.3258
2023-10-11,111.8267,111.5041
2023-10-12,112.0155,111.6422
2023-10-13,111.7925,111.7117
2023-10-16,111.4020,111.6879
2023-10-17,111.1614,111.5513
2023-10-18,111.1534,111.2887
2023-10-19,111.1382,110.8945
2023-10-20,110.7692,110.3706
2023-10-23,109.9136,109.7265
2023-10-24,108.7826,108.9790
2023-10-25,107.7515,108.1509
2023-10-26,107.0345,107.2696
2023-10-27,106.5111,106.3658
2023-10-30,105.8634,105.4713
2023-10-31,104.8955,104.6171
2023-11-01,103.7405,103.8318
2023-11-02,102.7625,103.1395
2023-11-03,102.2424,102.5586
2023-11-06,102.1361,102.1007
2023-11-07,102.1241,101.7698
2023-11-08,101.9096,101.5621
2023-11-09,101.4876,101.4664
2023-11-10,101.1402,101.4649
2023-11-13,101.1620,101.5341
2023-11-14,101.5691,101.6465
2023-11-15,102.0607,101.7723
2023-11-16,102.2704,101.8814
2023-11-17,102.0771,101.9451
2023-11-20,101.6917,101.9382
2023-11-21,101.4420,101.8403
2023-11-22,101.4534,101.6374
2023-11-23,101.5221,101.3226
2023-11-24,101.2964,100.8969
2023-11-27,100.6008,100.3685
2023-11-28,99.6046,99.7532
2023-11-29,98.6799,99.0727
2023-11-30,98.0779,98.3538
2023-12-01,97.7211,97.6264
2023-12-04,97.3002,96.9220
2023-12-05,96.5855,96.2716
2023-12-06,95.6647,95.7035
2023-12-07,94.8864,95.2424
2023-12-08,94.5610,94.9069
2023-12-11,94.6913,94.7090
2023-12-12,94.9799,94.6532
2023-12-13,95.1071,94.7364
2023-12-14,95.0215,94.9476
2023-12-15,94.9783,95.2691
2023-12-18,95.2895,95.6777
2023-12-19,96.0169,96.1455
2023-12-20,96.8915,96.6423
2023-12-21,97.5352,97.1372
2023-12-22,97.7813,97.6005
2023-12-25,97.8031,98.0057
2023-12-26,97.9312,98.3309
2023-12-27,98.3310,98.5603
2023-12-28,98.8374,98.6855
2023-12-29,99.0988,98.7054
2024-01-01,98.8999,98.6266
2024-01-02,98.3648,98.4630
2024-01-03,97.8554,98.2348
2024-01-04,97.6555,97.9673
2024-01-05,97.7318,97.6894
2024-01-08,97.7891,97.4315
2024-01-09,97.5680,97.2240
2024-01-10,97.1089,97.0948
2024-01-11,96.7395,97.0682
2024-01-12,96.7937,97.1630
2024-01-15,97.3209,97.3913
2024-01-16,98.0510,97.7577
2024-01-17,98.6465,98.2592
2024-01-18,99.0103,98.8850
2024-01-19,99.3657,99.6177
2024-01-22,100.0360,100.4336
2024-01-23,101.1271,101.3047
2024-01-24,102.4058,102.2002
2024-01-25,103.4883,103.0885
2024-01-26,104.1651,103.9387
2024-01-29,104.5681,104.7232
2024-01-30,105.0246,105.4186
2024-01-31,105.7372,106.0079
2024-02-01,106.5821,106.4805
2024-02-02,107.2144,106.8340
2024-02-05,107.3829,107.0733
2024-02-06,107.1649,107.2109
2024-02-07,106.9063,107.2655
2024-02-08,106.9193,107.2615
2024-02-09,107.2161,107.2267
2024-02-12,107.5219,107.1912
2024-02-13,107.5528,107.1848
2024-02-14,107.3026,107.2357
2024-02-15,107.0726,107.3683
2024-02-16,107.2154,107.6018
2024-02-19,107.8271,107.9491
2024-02-20,108.6701,108.4154
2024-02-21,109.3958,108.9986
2024-02-22,109.8633,109.6888
2024-02-23,110.2605,110.4691
2024-02-26,110.9167,111.3166
2024-02-27,111.9800,112.2035
2024-02-28,113.2578,113.0995
2024-02-29,114.3673,113.9726
2024-03-01,115.0603,114.7922
2024-03-04,115.4249,115.5299
2024-03-05,115.7804,116.1620
2024-03-06,116.3631,116.6704
2024-03-07,117.0935,117.0441
2024-03-08,117.6403,117.2796
2024-03-11,117.7216,117.3812
2024-03-12,117.3678,117.3607
2024-03-13,116.9037,117.2364
2024-03-14,116.6657,117.0323
2024-03-15,116.7130,116.7764
2024-03-18,116.7968,116.4988
2024-03-19,116.6155,116.2300
2024-03-20,116.1176,115.9991
2024-03-21,115.5740,115.8314
2024-03-22,115.3510,115.7477
2024-03-25,115.5909,115.7621
2024-03-26,116.0933,115.8817
2024-03-27,116.5058,116.1058
2024-03-28,116.6468,116.4262
2024-03-29,116.6660,116.8276
2024-04-01,116.8933,117.2885
2024-04-02,117.5170,117.7824
2024-04-03,118.3883,118.2799
2024-04-04,119.1326,118.7500
2024-04-05,119.4675,119.1625
2024-04-08,119.4363,119.4893
2024-04-09,119.3446,119.7069
2024-04-10,119.4586,119.7971
2024-04-11,119.7454,119.7489
2024-04-12,119.8932,119.5585
2024-04-15,119.5952,119.2300
2024-04-16,118.8351,118.7751
2024-04-17,117.9118,118.2122
2024-04-18,117.1809,117.5654
2024-04-19,116.7480,116.8631
2024-04-22,116.3963,116.1362
2024-04-23,115.8123,115.4160
2024-04-24,114.9009,114.7328
2024-04-25,113.8988,114.1134
2024-04-26,113.1800,113.5800
2024-04-29,112.9309,113.1485
2024-04-30,112.9927,112.8278
2024-05-01,113.0148,112.6191
2024-05-02,112.7787,112.5159
2024-05-03,112.3928,112.5046
2024-05-06,112.1816,112.5652
2024-05-07,112.3699,112.6726
2024-05-08,112.8547,112.7983
2024-05-09,113.2758,112.9121
2024-05-10,113.3209,112.9843
2024-05-13,112.9872,112.9872
2024-05-14,112.5604,112.8970
2024-05-15,112.3319,112.6956
2024-05-16,112.3149,112.3714
2024-05-17,112.2229,111.9202
2024-05-20,111.7292,111.3456
2024-05-21,110.7706,110.6588
2024-05-22,109.6151,109.8779
2024-05-23,108.6309,109.0266
2024-05-24,107.9686,108.1335
2024-05-27,107.4470,107.2294
2024-05-28,106.7461,106.3461
2024-05-29,105.7291,105.5144
2024-05-30,104.5940,104.7620
2024-05-31,103.7158,104.1120
2024-06-03,103.3213,103.5814
2024-06-04,103.2953,103.1802
2024-06-05,103.2953,102.9107
2024-06-06,103.0681,102.7677
2024-06-07,102.6784,102.7383
2024-06-10,102.4383,102.8035
2024-06-11,102.6040,102.9386
2024-06-12,103.1191,103.1156
2024-06-13,103.6426,103.3041
2024-06-14,103.8365,103.4743
2024-06-17,103.6506,103.5977
2024-06-18,103.3448,103.6499
2024-06-19,103.2290,103.6115
2024-06-20,103.3616,103.4700
2024-06-21,103.4851,103.2196
2024-06-24,103.2580,102.8627
2024-06-25,102.5707,102.4091
2024-06-26,101.6550,101.8756
2024-06-27,100.8848,101.2848
2024-06-28,100.4525,100.6642
2024-07-01,100.2152,100.0439
2024-07-02,99.8520,99.4553
2024-07-03,99.1862,98.9287
2024-07-04,98.3733,98.4919
2024-07-05,97.7823,98.1678
2024-07-08,97.6759,97.9739
2024-07-09,97.9839,97.9204
2024-07-10,98.3766,98.0100
2024-07-11,98.5704,98.2377
2024-07-12,98.5838,98.5909
2024-07-15,98.7102,99.0505
2024-07-16,99.2312,99.5919
2024-07-17,100.1370,100.1864
2024-07-18,101.1106,100.8033
2024-07-19,101.7930,101.4115
2024-07-22,102.0866,101.9817
2024-07-23,102.2197,102.4878
2024-07-24,102.5144,102.9090
2024-07-25,103.0724,103.2308
2024-07-26,103.6693,103.4458
2024-07-29,103.9542,103.5543
2024-07-30,103.7730,103.5644
2024-07-31,103.3165,103.4910
2024-08-01,102.9583,103.3554
2024-08-02,102.9288,103.1835
2024-08-05,103.1264,103.0045
2024-08-06,103.2352,102.8487
2024-08-07,103.0417,102.7460
2024-08-08,102.6566,102.7236
2024-08-09,102.4366,102.8046
2024-08-12,102.6755,103.0062
2024-08-13,103.3497,103.3391
2024-08-14,104.1483,103.8061
2024-08-15,104.7616,104.4024
2024-08-16,105.1618,105.1159
2024-08-19,105.6178,105.9274
2024-08-20,106.4318,106.8122
2024-08-21,107.6400,107.7416
2024-08-22,108.9549,108.6842
2024-08-23,110.0024,109.6083
2024-08-26,110.6388,110.4837
2024-08-27,111.0567,111.2832
2024-08-28,111.5849,111.9847
2024-08-29,112.3666,112.5721
2024-08-30,113.2145,113.0369
2024-09-02,113.7752,113.3777
2024-09-03,113.8531,113.6011
2024-09-04,113.5957,113.7210
2024-09-05,113.3700,113.7574
2024-09-06,113.4421,113.7354
2024-09-09,113.7540,113.6835
2024-09-10,114.0013,113.6319
2024-09-11,113.9391,113.6104
2024-09-12,113.6323,113.6465
2024-09-13,113.4196,113.7637
2024-09-16,113.6225,113.9801
2024-09-17,114.2647,114.3071
2024-09-18,115.0604,114.7486
2024-09-19,115.6803,115.3010
2024-09-20,116.0510,115.9529
2024-09-23,116.4130,116.6863
2024-09-24,117.0838,117.4772
2024-09-25,118.1456,118.2974
2024-09-26,119.3455,119.1161
2024-09-27,120.3015,119.9018
2024-09-30,120.8266,120.6240
2024-10-01,121.0747,121.2556
2024-10-02,121.3759,121.7738
2024-10-03,121.9132,122.1623
2024-10-04,122.5404,122.4118
2024-10-07,122.9085,122.5203
2024-10-08,122.7849,122.4941
2024-10-09,122.2724,122.3464
2024-10-10,121.7263,122.0970
2024-10-11,121.4445,121.7712
2024-10-14,121.4153,121.3976
2024-10-15,121.3527,121.0069
2024-10-16,120.9856,120.6296
2024-10-17,120.3332,120.2943
2024-10-18,119.7120,120.0260
2024-10-21,119.4660,119.8441
2024-10-22,119.6672,119.7618
2024-10-23,120.0606,119.7847
2024-10-24,120.3038,119.9110
2024-10-25,120.2796,120.1310
2024-10-28,120.1961,120.4284
2024-10-29,120.3811,120.7806
2024-10-30,120.9614,121.1609
2024-10-31,121.7234,121.5394
2024-11-01,122.2837,121.8854
2024-11-04,122.4155,122.1691
2024-11-05,122.2316,122.3636
2024-11-06,122.0574,122.4465
2024-11-07,122.1128,122.4012
2024-11-08,122.2956,122.2182
2024-11-11,122.2678,121.8957
2024-11-12,121.7641,121.4395
2024-11-13,120.8416,120.8629
2024-11-14,119.8381,120.1857
2024-11-15,119.0789,119.4333
2024-11-18,118.5996,118.6349
2024-11-19,118.1379,117.8217
2024-11-20,117.4023,117.0253
2024-11-21,116.3667,116.2755
2024-11-22,115.3199,115.5983
2024-11-25,114.6229,115.0150
2024-11-26,114.3951,114.5403
2024-11-27,114.4167,114.1816
2024-11-28,114.3380,113.9386
2024-11-29,114.0000,113.8036
2024-12-02,113.5744,113.7615
2024-12-03,113.3927,113.7913
2024-12-04,113.6236,113.8672
2024-12-05,114.0956,113.9602
2024-12-06,114.4301,114.0402
2024-12-09,114.3637,114.0778
2024-12-10,113.9649,114.0458
2024-12-11,113.5484,113.9218
2024-12-12,113.3661,113.6886
2024-12-13,113.3612,113.3364
2024-12-16,113.2118,112.8624
2024-12-17,112.6246,112.2719
2024-12-18,111.6093,111.5775
2024-12-19,110.4800,110.7984
2024-12-20,109.5837,109.9595
2024-12-23,109.0022,109.0899
2024-12-24,108.5018,108.2208
2024-12-25,107.7752,107.3839
2024-12-26,106.7512,106.6093
2024-12-27,105.6858,105.9238
